sim_t,state,lidar_front,lidar_right,dist_rf,dist_rm,dist_rr,steering,engaged
38.470,WALL_FOLLOW,4.76,14.13,5.00,5.00,5.00,-0.0800,0
38.480,WALL_FOLLOW,4.74,14.15,5.00,5.00,5.00,-0.0800,0
38.490,WALL_FOLLOW,4.75,14.16,5.00,5.00,5.00,-0.0800,0
38.500,WALL_FOLLOW,4.81,14.18,5.00,5.00,5.00,-0.0800,0
38.510,WALL_FOLLOW,4.92,14.20,5.00,5.00,5.00,-0.0800,0
38.520,WALL_FOLLOW,5.03,14.22,5.00,5.00,5.00,-0.0800,0
38.530,WALL_FOLLOW,5.19,14.23,5.00,5.00,5.00,-0.0800,0
38.540,WALL_FOLLOW,5.37,14.25,5.00,5.00,5.00,-0.0800,0
38.550,WALL_FOLLOW,5.56,14.27,5.00,5.00,5.00,-0.0800,0
38.560,WALL_FOLLOW,5.75,14.29,5.00,5.00,5.00,-0.0800,0
38.570,WALL_FOLLOW,5.95,14.31,5.00,5.00,5.00,-0.0800,0
38.580,WALL_FOLLOW,6.16,14.32,5.00,5.00,5.00,-0.0800,0
38.590,WALL_FOLLOW,6.37,14.34,5.00,5.00,5.00,-0.0800,0
38.600,WALL_FOLLOW,6.58,14.36,5.00,5.00,5.00,-0.0800,0
38.610,WALL_FOLLOW,6.80,14.38,5.00,5.00,5.00,-0.0800,0
38.620,WALL_FOLLOW,7.03,14.40,5.00,5.00,5.00,-0.0800,0
38.630,WALL_FOLLOW,7.26,14.42,5.00,5.00,5.00,-0.0800,0
38.640,WALL_FOLLOW,7.49,14.44,5.00,5.00,5.00,-0.0800,0
38.650,WALL_FOLLOW,7.74,14.46,5.00,5.00,5.00,-0.0800,0
38.660,WALL_FOLLOW,7.99,14.47,5.00,5.00,5.00,-0.0800,0
38.670,WALL_FOLLOW,8.25,14.49,5.00,5.00,5.00,-0.0800,0
38.680,WALL_FOLLOW,8.51,14.51,5.00,5.00,5.00,-0.0800,0
38.690,WALL_FOLLOW,8.78,14.53,5.00,5.00,5.00,-0.0800,0
38.700,WALL_FOLLOW,9.06,14.55,5.00,5.00,5.00,-0.0800,0
38.710,WALL_FOLLOW,9.34,14.57,5.00,5.00,5.00,-0.0800,0
38.720,WALL_FOLLOW,9.63,14.59,5.00,5.00,5.00,-0.0800,0
38.730,WALL_FOLLOW,9.94,14.61,5.00,5.00,5.00,-0.0800,0
38.740,WALL_FOLLOW,10.25,14.63,5.00,5.00,5.00,-0.0800,0
38.750,WALL_FOLLOW,10.57,14.65,5.00,5.00,5.00,-0.0800,0
38.760,WALL_FOLLOW,10.89,14.67,5.00,5.00,5.00,-0.0800,0
38.770,WALL_FOLLOW,11.23,14.69,5.00,5.00,5.00,-0.0800,0
38.780,WALL_FOLLOW,11.58,14.71,5.00,5.00,5.00,-0.0800,0
38.790,WALL_FOLLOW,11.94,4.76,5.00,5.00,5.00,-0.0800,0
38.800,WALL_FOLLOW,49.97,4.65,5.00,5.00,5.00,-0.0800,0
38.810,WALL_FOLLOW,49.86,4.57,5.00,5.00,5.00,-0.0800,0
38.820,WALL_FOLLOW,49.75,4.50,5.00,5.00,5.00,-0.0800,0
38.830,WALL_FOLLOW,49.65,4.43,5.00,5.00,5.00,0.1534,1
38.840,WALL_FOLLOW,49.53,4.36,5.00,5.00,5.00,0.1465,1
38.850,WALL_FOLLOW,49.44,4.30,5.00,5.00,5.00,0.1396,1
38.860,WALL_FOLLOW,49.35,4.23,5.00,5.00,5.00,0.1327,1
38.870,WALL_FOLLOW,49.28,4.16,5.00,5.00,5.00,0.1260,1
38.880,WALL_FOLLOW,49.20,4.10,5.00,5.00,5.00,0.1197,1
38.890,WALL_FOLLOW,49.14,4.04,5.00,5.00,5.00,0.1139,1
38.900,WALL_FOLLOW,49.08,3.98,5.00,5.00,5.00,0.1082,1
38.910,WALL_FOLLOW,49.03,3.93,5.00,5.00,5.00,0.1025,1
38.920,WALL_FOLLOW,48.97,3.87,5.00,5.00,5.00,0.0969,1
38.930,WALL_FOLLOW,48.92,3.81,5.00,5.00,5.00,0.0913,1
38.940,WALL_FOLLOW,48.87,3.76,5.00,5.00,5.00,0.0857,1
38.950,WALL_FOLLOW,48.83,3.70,5.00,5.00,5.00,0.0800,1
38.960,WALL_FOLLOW,48.79,3.64,5.00,5.00,5.00,0.0744,1
38.970,WALL_FOLLOW,48.75,3.59,5.00,5.00,5.00,0.0688,1
38.980,WALL_FOLLOW,48.71,3.53,5.00,5.00,5.00,0.0633,1
38.990,WALL_FOLLOW,48.67,3.48,5.00,5.00,5.00,0.0577,1
39.000,WALL_FOLLOW,48.64,3.42,5.00,5.00,5.00,0.0521,1
39.010,WALL_FOLLOW,48.61,3.37,5.00,5.00,5.00,0.0466,1
39.020,WALL_FOLLOW,48.57,3.31,5.00,5.00,5.00,0.0410,1
39.030,WALL_FOLLOW,48.54,3.25,5.00,5.00,5.00,0.0354,1
39.040,WALL_FOLLOW,48.51,3.20,5.00,5.00,5.00,0.0299,1
39.050,WALL_FOLLOW,48.48,3.14,5.00,5.00,5.00,0.0243,1
39.060,WALL_FOLLOW,48.45,3.09,5.00,5.00,5.00,0.0188,1
39.070,WALL_FOLLOW,48.43,3.03,5.00,5.00,5.00,0.0133,1
39.080,WALL_FOLLOW,48.40,2.98,5.00,5.00,5.00,0.0082,1
39.090,WALL_FOLLOW,48.37,2.93,5.00,5.00,5.00,0.0034,1
39.100,WALL_FOLLOW,48.35,2.89,5.00,5.00,5.00,-0.0014,1
39.110,WALL_FOLLOW,48.32,2.84,5.00,5.00,5.00,-0.0063,1
39.120,WALL_FOLLOW,48.30,2.79,5.00,5.00,5.00,-0.0111,1
39.130,WALL_FOLLOW,48.28,2.74,5.00,5.00,5.00,-0.0159,1
39.140,WALL_FOLLOW,48.25,2.69,5.00,5.00,5.00,-0.0207,1
39.150,WALL_FOLLOW,48.23,2.64,5.00,5.00,5.00,-0.0255,1
39.170,RECENTER,48.18,2.55,5.00,5.00,5.00,0.1000,0
39.180,RECENTER,48.16,2.50,5.00,5.00,5.00,0.1000,0
39.190,RECENTER,48.14,2.45,5.00,5.00,5.00,0.1000,0
39.200,RECENTER,48.13,2.41,5.00,5.00,5.00,0.1000,0
39.210,RECENTER,48.13,2.36,5.00,5.00,5.00,0.1000,0
39.220,RECENTER,48.14,2.33,5.00,5.00,5.00,0.1000,0
39.230,RECENTER,48.16,2.30,5.00,5.00,5.00,0.1000,0
39.240,RECENTER,48.18,2.30,5.00,5.00,5.00,0.1000,0
39.250,RECENTER,99.00,2.27,5.00,5.00,5.00,0.1000,0
39.260,RECENTER,99.00,2.21,5.00,5.00,5.00,0.1000,0
39.270,RECENTER,52.79,2.19,5.00,5.00,5.00,0.1000,0
39.280,RECENTER,99.00,2.18,5.00,5.00,5.00,0.1000,0
39.290,RECENTER,99.00,2.14,5.00,5.00,5.00,0.1000,0
39.300,RECENTER,99.00,2.11,5.00,5.00,5.00,0.1000,0
39.310,RECENTER,99.00,2.11,5.00,5.00,5.00,0.1000,0
39.320,RECENTER,99.00,2.08,5.00,5.00,5.00,0.1000,0
39.330,RECENTER,99.00,2.04,5.00,5.00,5.00,0.1000,0
39.340,RECENTER,99.00,2.02,5.00,5.00,5.00,0.1000,0
39.350,RECENTER,99.00,2.00,5.00,5.00,0.09,0.1000,0
39.360,RECENTER,99.00,1.98,5.00,5.00,0.31,0.1000,0
39.370,RECENTER,73.12,1.96,5.00,5.00,0.49,0.1000,0
39.380,RECENTER,72.97,1.94,5.00,5.00,0.64,0.1000,0
39.390,RECENTER,72.92,1.92,5.00,5.00,0.77,0.1000,0
39.400,RECENTER,72.95,1.90,5.00,5.00,0.86,0.1000,0
39.410,RECENTER,99.00,1.88,5.00,5.00,0.93,0.1000,0
39.420,RECENTER,99.00,1.86,5.00,5.00,0.98,0.1000,0
39.430,RECENTER,99.00,1.85,5.00,5.00,0.99,0.1000,0
39.440,RECENTER,99.00,1.83,5.00,5.00,0.98,0.1000,0
39.450,RECENTER,99.00,1.82,5.00,5.00,0.95,0.1000,0
39.460,RECENTER,99.00,1.80,5.00,5.00,0.89,0.1000,0
39.470,RECENTER,99.00,1.79,5.00,5.00,0.81,0.1000,0
39.480,RECENTER,99.00,1.78,5.00,5.00,0.71,0.1000,0
39.490,RECENTER,72.52,1.78,5.00,5.00,0.57,0.1000,0
39.500,RECENTER,72.35,1.77,5.00,5.00,0.38,0.1000,0
39.510,RECENTER,72.30,1.76,5.00,5.00,0.15,0.1000,0
39.520,RECENTER,72.35,1.76,5.00,5.00,5.00,0.1000,0
39.530,RECENTER,99.00,1.76,5.00,5.00,5.00,0.1000,0
39.540,RECENTER,99.00,1.77,5.00,5.00,5.00,0.1000,0
39.550,RECENTER,99.00,1.77,5.00,5.00,5.00,0.1000,0
39.560,RECENTER,99.00,1.78,5.00,5.00,5.00,0.1000,0
39.570,RECENTER,99.00,1.79,5.00,5.00,5.00,0.1000,0
39.580,RECENTER,99.00,1.80,5.00,5.00,5.00,0.1000,0
39.590,RECENTER,51.14,1.79,5.00,5.00,5.00,0.1000,0
39.600,RECENTER,71.76,1.80,5.00,5.00,5.00,0.1000,0
39.610,RECENTER,71.77,1.80,5.00,5.00,5.00,0.1000,0
39.620,RECENTER,99.00,1.81,5.00,5.00,5.00,0.1000,0
39.630,RECENTER,99.00,1.81,5.00,5.00,5.00,0.1000,0
39.640,RECENTER,99.00,1.82,5.00,5.00,5.00,0.1000,0
39.650,RECENTER,99.00,1.82,5.00,5.00,5.00,0.1000,0
39.660,RECENTER,99.00,1.83,5.00,5.00,5.00,0.1000,0
39.670,RECENTER,99.00,1.83,5.00,5.00,5.00,0.1000,0
39.680,RECENTER,99.00,1.83,5.00,5.00,5.00,0.1000,0
39.690,RECENTER,71.32,1.84,5.00,5.00,5.00,0.1000,0
39.700,RECENTER,71.21,1.84,5.00,5.00,5.00,0.1000,0
39.710,RECENTER,16.67,1.85,5.00,5.00,5.00,0.1000,0
39.720,RECENTER,16.71,1.85,5.00,5.00,5.00,0.1000,0
39.730,RECENTER,16.75,1.85,5.00,5.00,5.00,0.1000,0
39.740,RECENTER,16.79,1.86,5.00,5.00,5.00,0.1000,0
39.750,RECENTER,16.83,1.86,5.00,5.00,5.00,0.1000,0
39.760,RECENTER,16.88,1.86,5.00,5.00,5.00,0.1000,0
39.770,RECENTER,16.92,1.87,5.00,5.00,5.00,0.1000,0
39.780,RECENTER,16.97,1.87,5.00,5.00,5.00,0.1000,0
39.790,RECENTER,17.02,1.87,5.00,5.00,5.00,0.1000,0
39.800,RECENTER,17.07,1.88,5.00,5.00,5.00,0.1000,0
39.810,RECENTER,17.13,1.88,5.00,5.00,5.00,0.1000,0
39.820,RECENTER,79.20,1.88,5.00,5.00,5.00,0.1000,0
39.830,RECENTER,49.85,1.88,5.00,5.00,5.00,0.1000,0
39.840,RECENTER,79.08,1.89,5.00,5.00,5.00,0.1000,0
39.850,RECENTER,79.36,1.89,5.00,5.00,5.00,0.1000,0
39.860,RECENTER,99.00,1.89,5.00,5.00,5.00,0.1000,0
39.870,RECENTER,70.44,1.89,5.00,5.00,5.00,0.1000,0
39.880,RECENTER,70.25,1.89,5.00,5.00,5.00,0.1000,0
39.890,RECENTER,70.18,1.90,5.00,5.00,5.00,0.1000,0
39.900,RECENTER,70.24,1.90,5.00,5.00,5.00,0.1000,0
39.910,RECENTER,49.42,1.90,2.96,5.00,5.00,0.1000,0
39.920,RECENTER,78.48,1.90,2.67,5.00,5.00,0.1000,0
39.930,RECENTER,78.55,1.90,2.38,5.00,5.00,0.1000,0
39.940,RECENTER,99.00,1.90,2.08,5.00,5.00,0.1000,0
39.950,RECENTER,99.00,1.91,1.77,5.00,5.00,0.1000,0
39.960,RECENTER,99.00,1.91,1.46,5.00,5.00,0.1000,0
39.970,RECENTER,69.80,1.91,1.14,5.00,5.00,0.1000,0
39.980,RECENTER,69.64,1.91,0.81,5.00,5.00,0.1000,0
39.990,RECENTER,69.71,1.92,0.49,5.00,5.00,0.1000,0
40.000,RECENTER,78.18,1.91,0.50,5.00,5.00,0.1000,0
40.010,RECENTER,78.12,1.91,0.51,5.00,5.00,0.1000,0
40.020,RECENTER,73.73,1.91,0.51,5.00,5.00,0.1000,0
40.030,RECENTER,73.66,1.91,0.52,5.00,5.00,0.1000,0
40.040,RECENTER,73.64,1.91,0.52,5.00,5.00,0.1000,0
40.050,RECENTER,79.68,1.91,0.53,5.00,5.00,0.1000,0
40.060,RECENTER,48.64,1.91,0.53,5.00,5.00,0.1000,0
40.070,RECENTER,69.16,1.91,0.54,5.00,5.00,0.1000,0
40.080,RECENTER,69.17,1.91,0.54,5.00,5.00,0.1000,0
40.090,RECENTER,77.43,1.91,0.55,5.00,5.00,0.1000,0
40.100,RECENTER,77.62,1.91,0.55,5.00,5.00,0.1000,0
40.110,RECENTER,71.79,1.91,0.56,5.00,5.00,0.1000,0
40.120,RECENTER,71.69,1.91,0.56,5.00,5.00,0.1000,0
40.130,RECENTER,71.65,1.91,0.57,5.00,5.00,0.1000,0
40.140,RECENTER,71.70,1.91,0.57,5.00,5.00,0.1000,0
40.150,RECENTER,68.90,1.91,0.58,5.00,5.00,0.1000,0
40.160,RECENTER,68.71,1.91,0.58,2.92,5.00,0.1000,0
40.170,RECENTER,68.65,1.91,0.59,2.53,5.00,0.1000,0
40.180,RECENTER,68.71,1.91,0.59,2.12,5.00,0.1000,0
40.190,RECENTER,77.12,1.91,0.59,1.70,5.00,0.1000,0
40.200,RECENTER,70.07,1.91,0.60,1.27,5.00,0.1000,0
40.210,RECENTER,47.88,1.91,0.60,0.82,5.00,0.1000,0
40.220,RECENTER,69.82,1.91,0.61,0.47,5.00,0.1000,0
40.230,RECENTER,69.83,1.90,0.61,0.48,5.00,0.1000,0
40.240,RECENTER,76.91,1.90,0.61,0.48,5.00,0.1000,0
40.250,RECENTER,68.25,1.90,0.62,0.49,5.00,0.1000,0
40.260,RECENTER,68.13,1.90,0.62,0.49,5.00,0.1000,0
40.270,RECENTER,68.19,1.90,0.62,0.50,5.00,0.1000,0
40.280,RECENTER,47.53,1.90,0.63,0.50,5.00,0.1000,0
40.290,RECENTER,78.26,1.89,0.63,0.51,5.00,0.1000,0
40.300,RECENTER,68.26,1.89,0.63,0.52,5.00,0.1000,0
40.310,RECENTER,68.16,1.89,0.64,0.52,5.00,0.1000,0
40.320,RECENTER,68.14,1.89,0.64,0.53,5.00,0.1000,0
40.330,RECENTER,76.37,1.89,0.64,0.53,5.00,0.1000,0
40.340,RECENTER,67.79,1.88,0.64,0.54,5.00,0.1000,0
40.350,RECENTER,47.19,1.88,0.65,0.54,5.00,0.1000,0
40.360,RECENTER,66.46,1.88,0.65,0.54,5.00,0.1000,0
40.370,RECENTER,66.39,1.87,0.65,0.55,5.00,0.1000,0
40.380,RECENTER,66.39,1.87,0.65,0.55,5.00,0.1000,0
40.390,RECENTER,66.82,1.87,0.66,0.56,5.00,0.1000,0
40.400,RECENTER,66.66,1.87,0.66,0.56,5.00,0.1000,0
40.410,RECENTER,66.60,1.86,0.66,0.57,2.92,0.1000,0
40.420,RECENTER,42.15,1.86,0.66,0.57,2.29,0.1000,0
40.430,RECENTER,67.31,1.86,0.66,0.57,1.62,0.1000,0
40.440,RECENTER,67.12,1.85,0.66,0.58,0.93,0.1000,0
40.450,RECENTER,65.95,1.85,0.67,0.58,0.50,0.1000,0
40.460,RECENTER,65.85,1.85,0.67,0.59,0.50,0.1000,0
40.470,RECENTER,65.82,1.84,0.67,0.59,0.51,0.1000,0
40.480,RECENTER,75.85,1.84,0.67,0.59,0.51,0.1000,0
40.490,RECENTER,65.30,1.84,0.67,0.60,0.52,0.1000,0
40.500,RECENTER,65.21,1.83,0.67,0.60,0.53,0.1000,0
40.510,RECENTER,65.19,1.83,0.67,0.60,0.53,0.1000,0
40.520,RECENTER,66.84,1.82,0.67,0.61,0.54,0.1000,0
40.530,RECENTER,66.64,1.82,0.68,0.61,0.54,0.1000,0
40.540,RECENTER,65.47,1.81,0.61,0.61,0.55,0.1000,0
40.550,RECENTER,33.07,1.81,0.61,0.61,0.55,0.1000,0
40.560,RECENTER,65.27,1.81,0.61,0.62,0.56,0.1000,0
40.570,RECENTER,65.28,1.80,0.61,0.62,0.56,0.1000,0
40.580,RECENTER,64.10,1.80,0.61,0.62,0.57,0.1000,0
40.590,RECENTER,63.95,1.79,0.61,0.62,0.57,0.1000,0
40.600,RECENTER,63.89,1.79,0.61,0.63,0.58,0.1000,0
40.610,RECENTER,63.96,1.78,0.61,0.63,0.58,0.1000,0
