frame,sim_t,state,yellow_frac,n_raw,n_filt,cx,err,steer,nolf,lidar,n_obj,top_model,top_color,top_area,top_px,bus_str
142,1.43,LINE_FOLLOW,0.034,2,2,98.8,-0.013,-0.0054,0,56.32,25,road,RGB(0.200,0.200,0.200),8001,64,0
143,1.44,LINE_FOLLOW,0.034,2,2,98.8,-0.013,-0.0037,0,56.26,25,road,RGB(0.200,0.200,0.200),8001,64,0
144,1.45,LINE_FOLLOW,0.034,3,3,99.2,-0.007,0.0025,0,56.20,25,road,RGB(0.200,0.200,0.200),8001,64,0
145,1.46,LINE_FOLLOW,0.035,3,3,99.0,-0.010,-0.0054,0,56.14,25,road,RGB(0.200,0.200,0.200),8001,64,0
146,1.47,LINE_FOLLOW,0.035,2,2,98.8,-0.013,-0.0055,0,56.08,25,road,RGB(0.200,0.200,0.200),8001,64,0
147,1.48,LINE_FOLLOW,0.035,2,2,98.8,-0.013,-0.0037,0,56.02,25,road,RGB(0.200,0.200,0.200),8001,64,0
148,1.49,LINE_FOLLOW,0.035,2,2,98.8,-0.013,-0.0037,0,55.96,25,road,RGB(0.200,0.200,0.200),8001,64,0
149,1.50,LINE_FOLLOW,0.035,2,2,99.0,-0.010,-0.0006,0,55.89,25,road,RGB(0.200,0.200,0.200),8001,64,0
150,1.51,LINE_FOLLOW,0.035,2,2,99.2,-0.007,0.0002,0,55.83,25,road,RGB(0.200,0.200,0.200),8001,64,0
151,1.52,LINE_FOLLOW,0.035,2,2,99.2,-0.007,-0.0023,0,55.77,25,road,RGB(0.200,0.200,0.200),8001,64,0
152,1.53,LINE_FOLLOW,0.035,3,3,99.4,-0.006,-0.0007,0,55.71,25,road,RGB(0.200,0.200,0.200),8001,64,0
153,1.54,LINE_FOLLOW,0.034,2,2,99.0,-0.010,-0.0067,0,55.64,25,road,RGB(0.200,0.200,0.200),8001,64,0
154,1.55,LINE_FOLLOW,0.034,2,2,99.2,-0.007,-0.0001,0,55.58,25,road,RGB(0.200,0.200,0.200),8001,64,0
155,1.56,LINE_FOLLOW,0.034,2,2,99.8,-0.003,0.0046,0,55.52,25,road,RGB(0.200,0.200,0.200),8001,64,0
156,1.57,LINE_FOLLOW,0.034,2,2,99.8,-0.003,-0.0009,0,55.45,25,road,RGB(0.200,0.200,0.200),8001,64,0
157,1.58,LINE_FOLLOW,0.035,2,2,99.2,-0.007,-0.0071,0,55.39,25,road,RGB(0.200,0.200,0.200),8001,64,0
158,1.59,LINE_FOLLOW,0.035,2,2,99.2,-0.007,-0.0023,0,55.32,25,road,RGB(0.200,0.200,0.200),8001,64,0
159,1.60,LINE_FOLLOW,0.035,3,3,99.2,-0.007,-0.0023,0,55.25,25,road,RGB(0.200,0.200,0.200),8001,64,0
160,1.61,LINE_FOLLOW,0.035,2,2,99.2,-0.007,-0.0023,0,55.19,24,road,RGB(0.200,0.200,0.200),8001,64,0
161,1.62,LINE_FOLLOW,0.035,2,2,99.0,-0.010,-0.0054,0,55.12,24,road,RGB(0.200,0.200,0.200),8001,64,0
162,1.63,LINE_FOLLOW,0.035,3,3,99.4,-0.006,0.0017,0,55.05,24,road,RGB(0.200,0.200,0.200),8001,64,0
163,1.64,LINE_FOLLOW,0.035,4,4,99.5,-0.005,-0.0004,0,54.99,23,road,RGB(0.200,0.200,0.200),8001,64,0
164,1.65,LINE_FOLLOW,0.039,3,2,95.8,-0.043,-0.0304,0,54.92,23,road,RGB(0.200,0.200,0.200),8001,64,0
165,1.66,LINE_FOLLOW,0.042,3,2,95.8,-0.043,-0.0121,0,54.85,23,road,RGB(0.200,0.200,0.200),8001,64,0
166,1.67,LINE_FOLLOW,0.046,3,2,95.8,-0.043,-0.0121,0,54.78,23,road,RGB(0.200,0.200,0.200),8001,64,0
167,1.68,LINE_FOLLOW,0.045,2,1,96.0,-0.040,-0.0091,0,54.71,23,road,RGB(0.200,0.200,0.200),8001,64,0
168,1.69,LINE_FOLLOW,0.045,2,1,96.0,-0.040,-0.0115,0,54.65,23,road,RGB(0.200,0.200,0.200),8001,64,0
169,1.70,LINE_FOLLOW,0.046,2,2,99.8,-0.003,0.0185,0,54.58,23,road,RGB(0.200,0.200,0.200),8001,64,0
170,1.71,LINE_FOLLOW,0.047,2,1,96.0,-0.040,-0.0115,0,35.06,23,road,RGB(0.200,0.200,0.200),8001,64,0
171,1.72,LINE_FOLLOW,0.043,2,1,95.5,-0.045,-0.0187,0,34.99,23,road,RGB(0.200,0.200,0.200),8001,64,0
172,1.73,LINE_FOLLOW,0.035,3,3,99.8,-0.003,0.0113,0,34.93,23,road,RGB(0.200,0.200,0.200),8001,64,0
173,1.74,LINE_FOLLOW,0.035,2,2,99.5,-0.005,-0.0042,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
174,1.75,LINE_FOLLOW,0.035,2,2,99.8,-0.003,0.0021,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
